Ê³ÎïÃû³Æ,ÄÜÁ¿£¨Ç§¿¨£©,µ°°×ÖÊ£¨¿Ë£©,Ö¬·¾£¨¿Ë£©,Ì¼Ë®»¯ºÏÎï£¨¿Ë£©,´ÖÏËÎ¬£¨¿Ë£©,µ¥²»±¥ºÍÖ¬·¾Ëá£¨¿Ë£©,¶à²»±¥ºÍÖ¬·¾Ëá£¨¿Ë£©,ºúÂÜ²·ËØ£¨Î¢¿Ë£©,Ò¶»ÆËØÀà£¨Î¢¿Ë£©,¸Æ£¨ºÁ¿Ë£©,Ã¾£¨ºÁ¿Ë£©,ÄÆ£¨ºÁ¿Ë£©,¼Ø£¨ºÁ¿Ë£©,Á×£¨ºÁ¿Ë£©,Áò£¨ºÁ¿Ë£©,ÂÈ£¨ºÁ¿Ë£©,Ìú£¨ºÁ¿Ë£©,Ð¿£¨ºÁ¿Ë£©,Îø£¨Î¢¿Ë£©,Í­£¨ºÁ¿Ë£©,ÃÌ£¨ºÁ¿Ë£©,Î¬ÉúËØA£¨Î¢¿Ë£©,Î¬ÉúËØC£¨ºÁ¿Ë£©,Î¬ÉúËØE£¨ºÁ¿Ë£©,Î¬ÉúËØB1£¨Áò°·ËØ£©£¨ºÁ¿Ë£©,Î¬ÉúËØB2£¨ºË»ÆËØ£©£¨ºÁ¿Ë£©,Î¬ÉúËØB3£¨ÑÌËá£©£¨ºÁ¿Ë£©,Î¬ÉúËØB4£¨µ¨¼î£©£¨ºÁ¿Ë£©,Î¬ÉúËØB5£¨·ºËá£©£¨ºÁ¿Ë£©,Î¬ÉúËØB6£¨ºÁ¿Ë£©,Î¬ÉúËØB9£¨Ò¶Ëá£©£¨Î¢¿Ë£©,Î¬ÉúËØB12£¨Î¢¿Ë£©,Î¬ÉúËØB14£¨Ìð²Ë¼î£©£¨ºÁ¿Ë£©,ÁÁ°±Ëá£¨ºÁ¿Ë£©,µ°°±Ëá£¨ºÁ¿Ë£©,ËÕ°±Ëá£¨ºÁ¿Ë£©,Àµ°±Ëá£¨ºÁ¿Ë£©,É«°±Ëá£¨ºÁ¿Ë£©,çÓ°±Ëá£¨ºÁ¿Ë£©,×é°±Ëá£¨ºÁ¿Ë£©,ÒìÁÁ°±Ëá£¨ºÁ¿Ë£©
Ä¾Àæ,32,0.4,0.1,8.2,1.9,0,0,0,0,4,6,3,121,13,0,4.63,0.1,0.1,0.2,0.08,0.04,0,5,0.47,0.01,0.04,0.1,0,0,0,0,0,0,12,0,11,10,0,19,10,10
Ã÷ÔÂÀæ,54,0.3,0.2,13.3,0.9,0,0,0,0,2,8,1.4,110,14,4.5,2.16,0.4,0.08,0.69,0.07,0.05,0,6,2.09,0.02,0.03,0,0,0,0,0,0,0,11,11,11,9,14,15,8,9
ÂíÌã»ÆÀæ,50,0.3,0.1,12.5,1.3,0,0,0,0,2,7,3.3,80,14,0,5.09,0.1,0.05,0,0.09,0.06,0,10,1.8,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
À³ÑôÀæ,54,0.3,0.2,14.1,2.6,0,0,0,0,10,8,1.8,82,8,4.5,2.78,0.4,0.02,0.04,0.08,0.04,0,3,0.61,0.03,0.02,0.3,0,0,0,0,0,0,11,11,11,9,14,15,8,9
¿â¶ûÀÕÀæ,42,0.1,0.1,13.4,6.7,0,0,0,0,22,8,3.7,79,19,1.66,5.71,1.2,2.61,2.34,2.54,0.06,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,5,5,3,3
¾©°×Àæ,57,0.2,0.5,13.7,1.4,0,0,0,0,7,9,0.7,105,6,0,1.08,0.3,0.47,0.63,0.06,0.02,0,3,0.08,0.02,0.02,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ºìÐ¤Àæ,36,0.2,0,10.5,3.2,0,0,0,0,11,5,3.4,78,7,0.01,5.24,0.4,0.04,0.2,0.06,0.06,0,4,0.46,0.07,0.46,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
¶ì»ÆÀæ,41,0.3,0.1,10.7,1.9,0,0,0,0,1,8,1.7,69,13,0,2.62,0,0,0,0.1,0.05,0,8,1.77,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
³¤°ÑÀæ,62,0.8,0.8,14.9,4,0,0,0,0,9,7,3.2,50,18,0,4.93,0.6,0.13,0.04,0.11,0.08,0,3,1.11,0.02,0.07,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
°ÍÀæ,51,0.4,0.2,12.9,2.2,0,0,0,0,6,2,1,145,5,0,1.54,0.2,0.02,0,0.07,0.03,0,11,0.52,0.03,0.05,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Àæ£¨¾ùÖµ£©,50,0.4,0.2,13.3,3.1,0.084,0.094,15,46,9,8,2.1,92,14,5.68,3.24,0.5,0.46,1.14,0.62,0.07,7.5,6,1.34,0.03,0.06,0.3,5.1,0.049,0.029,7,0,0.2,14,14,14,12,18,20,10,12
×£¹âÆ»¹û,50,0.4,0.1,12.5,1.5,0,0,0,0,3,1,1.7,140,5,0.01,2.62,0.3,0,0,0.07,0.02,0,2,0.07,0.05,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ÏãÓñÆ»¹û,62,0.5,0.1,15.7,1.7,0,0,0,0,3,3,2.6,173,6,0,4.01,0.3,0.03,0,0.01,0.02,0,6,0.84,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ÇàÏã½¶Æ»¹û,52,0.3,0.1,13.1,1.3,0,0,0,0,9,4,1.3,83,7,0,2,0.2,0.04,0.07,0.07,0.03,0,3,0.37,0.02,0.02,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
½ðÔªË§Æ»¹û,53,0.2,0.1,13.3,1.1,0,0,0,0,2,2,1.7,72,5,2.79,2.62,0.2,0.11,0.03,0.14,0.03,0,4,0.61,0.05,0.01,0.1,0,0,0,0,0,0,12,3,7,10,7,14,3,9
»ÆÔªË§Æ»¹û,59,0.2,0.3,14.7,1.8,0,0,0,0,5,3,0.6,184,5,0,0.93,0.3,0.03,0.01,0.13,0.02,0,4,0.21,0.02,0.02,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
»ÆÏã½¶Æ»¹û,53,0.3,0.2,13.7,2.2,0,0,0,0,10,5,0.8,84,7,4.28,1.23,0.3,0.02,0,0.16,0.03,0,4,0.79,0,0.03,0.3,0,0,0,0,0,0,18,5,11,15,11,21,5,14
ºìÔªË§Æ»¹û,60,0.2,0.4,14.3,0.6,0,0,0,0,2,8,0.7,58,1,0,1.08,0.3,0.09,0,0.04,0,0,3,0.02,0.02,0.01,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ºìÐÇÆ»¹û,58,0.4,0.1,14.3,0.8,0,0,0,0,2,3,2.3,0,4,0,3.55,0.2,0.02,2.31,0.05,0.01,0,0,0.21,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ÄÌÎô£¨²ÝÝ®£©,113,3.4,2.8,18.9,0.4,0,0,0,0,113,13,83,182,100,26.3418,127.986,0.11,0.36,2.1,0.022,0.015,36,0.8,0,0.045,0.195,0.175,0,0.492,0.044,3,0.31,0,329,84,152,266,47,225,92,204
Ñ©±Ì,40,0.05,0.02,10.14,0,0,0,0,0,2,1,9,1,0,0,13.878,0.11,0.04,0,0.001,0.002,0,0,0,0,0,0.015,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
ºìÏã½¶Æ»¹û,51,0.4,0.2,12.3,0.9,0,0,0,0,5,3,2,85,8,0,3.08,0.6,0.02,0.14,0.22,0,0,3,0.36,0.01,0.02,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
¹ú¹âÆ»¹û,56,0.3,0.3,13.3,0.8,0,0,0,0,8,7,1.3,83,14,4.28,2,0.3,0.14,0.1,0.07,0.03,0,4,0.11,0.02,0.03,0.2,0,0,0,0,0,0,18,5,11,15,11,21,5,14
·üÆ»¹û,48,0.5,0.1,11.8,1.2,0,0,0,0,15,8,1.3,78,7,0,2,0.3,0.06,0.1,0.07,0.03,0,2,0.15,0.04,0.04,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ºì¸»Ê¿Æ»¹û,49,0.7,0.4,11.7,2.1,0,0,0,0,3,5,0.7,115,11,0,1.08,0.7,0,0.98,0.06,0.05,0,2,1.46,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
·äÃÛ,304,0.3,0,82.4,0.2,0,0,0,0,6,2,4,52,4,1.016,6.168,0.42,0.22,0.8,0.036,0.08,0,0.5,0,0,0.038,0.121,2.2,0.068,0.024,2,0,1.7,10,1,4,8,4,9,1,8
Æ»¹û,54,0.2,0.2,13.5,1.2,0.007,0.051,27,40,4,4,1.6,119,12,2.79,2.47,0.6,0.19,0.12,0.06,0.03,16.2,4,2.12,0.06,0.02,0.2,3.4,0.061,0.041,3,0,0.1,12,3,7,10,7,14,3,9
°ÙÊÂ¿ÉÀÖ£¨¼ÑµÃÀÖ£©,8,0.05,0.01,1.94,0,0,0,0,0,0,0,45,13,7,0,69.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0
ÂóÑ¿ÒûÁÏ»ìºÏÎï,88,3.86,3.62,10.23,0.1,0.903,0.276,6,0,117,17,79,183,106,26.7167,121.818,0.09,0.43,5.2,0.037,0.021,35.1,0.2,0,0.081,0.242,0.519,0,0.402,0.066,8,0.46,0,298,82,155,154,79,209,87,180
³ÈÖ­ÒûÁÏ£¨Àä¶³Å¨ËõÎï£©,153,0.4,0,39,0.1,0.003,0.004,11,0,399,34,26,465,115,1.26984,40.092,0.26,0.12,0,0.32,0.048,6.3,189.7,0.09,0.363,3.59,0.87,1.7,0.65,0.244,0,0,0,7,2,4,5,1,6,2,4
ÂóÑ¿ÒûÁÏ»ìºÏÎï£¨ÇÉÁ¦£©,85,3.37,3.29,11.2,0.5,0.827,0.208,5,1,98,15,60,172,91,22.0568,92.52,0.21,0.41,5.4,0.037,0.08,28.5,0.1,0.06,0.054,0.184,0.259,0,0.354,0.046,9,0.42,0,268,74,143,142,74,193,77,165
¹ûÎ¶ÒûÁÏ£¨µÍ¿¨Â·Àï£©,218,0.45,0.04,87.38,0.1,0,0,0,0,1047,3,404,498,1239,0,622.968,0.08,0,0,0,0.001,0,560,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
ºìÅ£,43,0.46,0,10.23,0,0,0,0,0,6,19,39,3,0,0.00428,60.138,0.06,0.01,0.2,0.002,0.005,0,0,0,0.04,0.103,9.827,0.3,1.54,2.167,0,1.97,0,0,0,0,0,0,0,0,0
¿§·È£¨ËÙÈÜ£©,353,12.2,0.5,75.4,0,0.041,0.196,0,0,141,327,37,3535,303,58.8799,57.054,4.41,0.35,12.6,0.139,1.712,0,0,0,0.008,0.074,28.173,101.9,0.097,0.029,0,0,0,478,23,142,96,30,276,165,172
¿§·È£¨ËÙÈÜ¡¢ÎÞ¿§·ÈÒò£©,351,11.6,0.2,76,0,0.021,0.101,0,0,140,311,23,3501,286,56.261,35.466,3.8,0.11,17.3,0.069,1.222,0,0,0,0,1.36,28.075,101.9,0.097,0,0,0,0,456,22,136,92,28,263,158,164
¿§·È£¨²»º¬¿§·ÈÒò£©,0,0.1,0,0,0,0,0.002,0,0,2,5,2,54,1,0.534,3.084,0.05,0.02,0.1,0.007,0.027,0,0,0,0,0,0.222,1,0.001,0,0,0,0,5,0,1,1,0,3,2,2
ÐÓÈÊÅ£ÄÌ£¨ÇÉÁ¦£©,50,0.63,1.25,9.38,0.4,0.625,0.208,0,0,188,12,71,75,19,2.19735,109.482,0.53,0.63,0.2,0.067,0.083,62.4,4.4,2.81,0.022,0.177,0.103,2,0.035,0.006,1,1.25,0,37,4,15,14,5,20,14,18
Æ»¹ûÖ­£¨Àä¶³Å¨ËõÎï£©,166,0.51,0.37,41,0,0.015,0.108,0,0,20,17,25,448,25,0.001177,38.55,0.91,0.13,0.4,0.05,0.225,0,88.9,0,0.011,0.054,0.135,0,0.223,0.116,1,0,0,0,0,0,0,0,0,0,0
Æ»¹ûÖ­£¨Àä¶³Å¨ËõÎï£©,166,0.51,0.37,41,0.4,0.015,0.108,0,57,20,17,25,448,25,0.001177,38.55,0.91,0.13,0.4,0.05,0.225,0,2.1,0.04,0.011,0.054,0.135,6.5,0.223,0.116,1,0,0,0,0,0,0,0,0,0,0
Æ»¹ûÖ­,46,0.1,0.13,11.3,0.2,0.006,0.039,0,16,8,5,4,101,7,0.002247,6.168,0.12,0.02,0.1,0.012,0.074,0.3,38.5,0.01,0.021,0.017,0.073,1.8,0.049,0.018,0,0,0.1,0,0,0,0,0,0,0,0
ÕëÒ¶Ó£ÌÒÖ­,23,0.4,0.3,4.8,0.3,0.082,0.09,305,17,10,12,3,97,9,0.00214,4.626,0.5,0.1,0.1,0.086,0,152.7,1600,0.18,0.02,0.06,0.4,0,0.205,0.004,14,0,0,0,0,0,0,0,0,0,0
´ó¶¹µ°°×·Û,388,55.56,5.56,28.89,6.7,1.057,2.701,0,0,178,64,733,933,1272,348.035,1130.29,12,6.6,1.3,2.62,0,0,0,0,0.288,0.164,2.357,312.9,0,0.164,289,0,0,4602,722,2169,3551,722,2827,1511,2762
ÆÏÌÑèÖÖ­£¨°×É«¡¢¼ÓÌÇ£©,46,0.58,0.09,11.13,0.1,0.012,0.021,5,11,8,10,2,162,11,0.00428,3.084,0.36,0.06,0.1,0.048,0.02,2.1,26.9,0.04,0.04,0.023,0.319,0,0.13,0.02,10,0,0,0,0,0,0,0,0,0,0
²è£¨ÂÌÉ«£©,1,0.22,0,0,0,0,0,0,0,0,1,1,8,0,0.000749,1.542,0.02,0.01,0,0.004,0.184,0,0,0,0.007,0.058,0.03,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0
ÂóÑ¿»ìºÏÒûÁÏ·Û£¨ÇÉÁ¦£©,411,5.1,4.76,86.94,4.8,1.167,0.669,5,2,60,70,190,618,175,0.018511,292.98,2.28,0.8,6.9,0.2,0,35.1,1.5,0.17,0.173,0.2,2.003,27.2,0.316,0.156,37,0.42,0,0,0,0,0,0,0,0,0
ÀæÖ­£¨Ó¤¶ùÊ³Æ·£©,43,0,0,11.86,0.1,0,0,0,0,12,8,8,130,12,0.00107,12.336,0,0.08,0.4,0.065,0,0,33.8,0.09,0.01,0.03,0.3,2.6,0,0.01,4,0,0,0,0,0,0,0,0,0,0
ÆÏÌÑÖ­£¨Ó¤¶ùÊ³Æ·£©,62,0,0,15.38,0,0,0,47,83,12,10,10,90,11,9.97407,15.42,0.3,0.05,0.1,0.028,0.067,23.1,33.8,0,0.01,0.02,0.2,6.5,0,0.06,4,0,0,17,29,24,19,0,24,31,7
Æ»¹ûÖ­£¨Ó¤¶ùÊ³Æ·£©,47,0,0.1,11.7,0.1,0.002,0.031,8,22,4,3,8,91,5,0.000749,12.336,0.57,0.03,0.1,0.04,0,5.4,57.9,0.6,0.007,0.016,0.083,1.8,0.116,0.029,0,0,0,0,0,0,0,0,0,0,0
¿É¿É·Û,220,18.1,13.1,58.3,29.8,4.39,0.42,0,38,111,476,19,2509,728,99.2238,29.298,15.52,6.37,13.2,3.607,3.737,0,0,0.1,0.11,0.46,2.4,11.4,0.254,0.118,32,0,0,1097,187,716,907,271,1086,312,701
ÑÅÅà£¨ENSUREPLUS¡¢¼´ÒûÐÍ£©,141,5.16,4.52,19.88,0,1.095,2.655,0,0,79,40,95,175,79,0.016157,146.49,1.79,1.51,7.1,0.198,0.516,149.1,11.9,1.34,0.151,0.171,1.984,32.4,0.992,0.198,40,0.6,0,0,0,0,0,0,0,0,0
Òí¶¹,147,10.62,5.84,14.94,0,2.153,1.551,0,0,142,54,13,280,153,67.7886,20.046,4.33,1.44,2.9,0.773,1.199,0,0,0,0.295,0.129,0.83,0,0.156,0.047,10,0,0,762,109,360,652,233,467,241,448
ËÄÀâ¶¹£¨³ÉÊìµÄÖÖ×Ó£©,409,29.65,16.32,41.71,25.9,6.012,4.33,0,0,440,179,38,977,451,222.165,58.596,13.44,4.48,8.2,2.88,3.721,0,0,0,1.03,0.45,3.09,0,0.795,0.175,45,0,0,2497,356,1179,2136,762,1530,790,1468
ÂûÔ½Ý®£¨Êì£©,136,9.34,0.46,24.46,8.6,0.04,0.199,0,0,50,50,237,387,135,57.3565,365.454,2.09,1.14,1.3,0.231,0.37,0,0,0,0.21,0.069,0.515,0,0.24,0.081,207,0,0,746,140,393,641,111,489,260,412
ÓðÉÈ¶¹£¨Êì¡¢¼ÓÑÎ£©,116,15.57,2.92,9.29,2.8,1.18,0.73,0,0,51,54,240,245,128,74.9283,370.08,1.2,1.38,2.6,0.231,0.676,0,1.1,0,0.134,0.053,0.495,0,0.188,0.009,59,0,0,1181,110,573,832,125,650,443,695
¿É¿É·Û,228,19.6,13.7,57.9,37,4.57,0.44,0,38,128,499,21,1524,734,107.251,32.382,13.86,6.81,14.3,3.788,3.837,0,0,0.1,0.078,0.241,2.185,12,0.254,0.118,32,0,0,1189,202,776,983,293,1177,339,760
ÓðÉÈ¶¹£¨Êì£©,119,15.57,2.92,9.88,2.8,1.18,0.73,0,0,51,54,4,245,128,74.9283,6.168,1.2,1.38,2.6,0.231,0.676,2.1,1.1,0,0.134,0.053,0.495,0,0.188,0.009,59,0,0,1181,110,573,832,125,650,443,695
ÂûÔ½Ý®£¨Êì£©,136,9.34,0.46,24.46,8.6,0.04,0.199,0,0,50,50,1,387,135,57.3565,1.542,2.09,1.14,1.3,0.231,0.37,0,0,0,0.21,0.069,0.515,0,0.24,0.081,207,0,0,746,140,393,641,111,489,260,412
ÂûÔ½Ý®£¨¹ÞÍ·£©,83,5.54,0.28,15.12,6.3,0.024,0.12,0,0,34,32,332,260,86,33.8692,511.944,1.55,0.84,3.1,0.142,0.2,0,0.8,0,0.039,0.039,0.504,0,0.144,0.055,77,0,0,443,83,233,381,66,290,154,245
¸ð¸ù,65,4.24,0.2,13.39,1.3,0.004,0.092,11,0,6,25,26,454,98,0.015301,40.092,2.22,0.63,0.7,0.121,0.174,5.7,1.9,0,0.143,0.059,1.693,0,0.292,0.266,338,0,0,0,0,0,0,0,0,0,0
¸ð¸ù·Û,357,0.3,0.1,88.15,3.4,0.002,0.045,0,0,40,3,2,11,5,2.89211,3.084,0.33,0.07,0,0.04,0.47,0,0,0,0.001,0,0,0,0.13,0.005,7,0,0,19,6,12,13,4,14,4,10
¸ë×ÓÍã¶¹£¨ºìÉ«Ó¥×ì¶¹£©,343,21.7,1.49,62.78,15,0.012,0.814,0,0,130,183,17,1392,367,119.064,26.214,5.23,2.76,8.2,1.057,1.791,8.4,0,0,0.643,0.187,2.965,0,1.266,0.283,456,0,0,1549,243,767,1521,212,937,774,785
Íã¶¹£¨Êì£©,118,8.34,0.39,21.1,8.3,0.081,0.165,4,0,14,36,2,362,99,52.2043,3.084,1.29,1,0.6,0.181,0.396,2.1,0.4,0.03,0.19,0.056,0.89,32.8,0.595,0.048,65,0,0,598,85,296,602,93,394,203,344
²è£¨ËÙÈÜ¡¢ÓÃË®ÖÆ±¸£©,1,0.06,0,0.17,0,0,0,0,0,3,2,4,18,1,0,6.168,0.01,0.01,0,0.011,0.392,0,0,0,0,0.003,0.032,0.3,0.013,0.001,0,0,0,0,0,0,0,0,0,0,0
²è£¨ºÚÉ«£©,1,0,0,0.3,0,0.001,0.004,0,0,0,3,3,37,1,0,4.626,0.02,0.02,0,0.01,0.219,0,0,0,0,0.014,0,0.4,0.011,0,5,0,0,0,0,0,0,0,0,0,0
²è£¨ºÚÉ«£©,1,0,0,0.3,0,0.001,0.004,0,0,0,3,3,37,1,0,4.626,0.02,0.02,0,0.01,0.219,0,0,0,0,0.014,0,0.4,0.011,0,5,0,0,0,0,0,0,0,0,0,0
¿§·È£¨ÄðÔì¡¢ÓÃË®ÖÆ±¸£©,1,0.12,0.02,0,0,0.015,0.001,0,0,2,3,2,49,3,0.535498,3.084,0.01,0.02,0,0.002,0.023,0,0,0.01,0.014,0.076,0.191,2.6,0.254,0.001,2,0,0,5,0,1,1,0,3,2,2
²¤ÂÜÖ­,53,0.36,0.12,12.87,0.2,0.014,0.042,3,0,13,12,2,130,8,0.006206,3.084,0.31,0.11,0.1,0.069,0.504,1.5,10,0.02,0.058,0.021,0.199,3.3,0.056,0.1,18,0,0,0,0,0,0,0,0,0,0
¿É¿É·Û,398,6.67,4,83.73,3.7,1.325,0.114,0,5,133,83,504,712,315,0.010272,777.168,1.19,1.46,5,0.286,0.269,1.2,0.2,0.19,0.096,0.565,0.586,33.1,0.893,0.114,6,0.35,0,0,0,0,0,0,0,0,0
Ê¯ÁñÖ­,54,0.15,0.29,13.13,0.1,0.059,0.05,0,0,11,7,9,214,11,0.001605,13.878,0.1,0.09,0.3,0.021,0.095,0,0.1,0.38,0.015,0.015,0.233,4.8,0.285,0.04,24,0,0,0,0,0,0,0,0,0,0
³ÈÖ­£¨Àä¶³¡¢º¬Å¨ËõÎï£©,49,0.68,0.12,11.54,0.3,0.022,0.03,16,54,11,11,2,178,17,0.968922,3.084,0.13,0.07,0.1,0.042,0.023,12.6,33.6,0.2,0.046,0.039,0.28,6.2,0.195,0.076,19,0,0.2,15,2,9,20,2,13,3,4
³ÈÖ­£¨Àä¶³Å¨ËõÎï£©,37,0.6,0.06,8.8,0.2,0.012,0.016,18,131,12,10,4,158,15,0.007383,6.168,0.08,0.04,0.1,0.021,0,19.8,36.2,0.15,0.069,0.044,0.273,5,0,0.065,19,0,0,0,0,0,0,0,0,0,0
éÙÖ­,43,0.5,0.2,10.1,0.2,0.036,0.04,52,380,18,8,1,178,14,1.50442,1.542,0.2,0.03,0.1,0.025,0.037,75.9,31,0.13,0.06,0.02,0.1,6.2,0.125,0.042,5,0,0,10,2,6,7,1,8,2,5
Ëá³ÈÖ­,25,0.42,0.07,8.42,0.4,0.008,0.023,30,0,14,8,2,117,14,0.966675,3.084,0.09,0.08,0.1,0.027,0.018,15,30,0.22,0.025,0.015,0.142,5.1,0.123,0.038,10,0,0.2,16,2,2,16,2,11,2,2
ÄûÃÊÖ­,22,0.35,0.24,6.9,0.3,0.006,0.021,1,19,6,6,1,103,8,0.002568,1.542,0.08,0.05,0.1,0.016,0.012,1.8,38.7,0.15,0.024,0.015,0.091,5.1,0.131,0.046,20,0,0,0,0,0,0,0,0,0,0
³ÈÖ­,45,0.7,0.2,10.4,0.2,0.036,0.04,39,284,11,11,1,200,17,1.98963,1.542,0.2,0.05,0.1,0.044,0.014,60,50,0.04,0.09,0.03,0.4,6.2,0.19,0.04,30,0,0,13,3,8,9,2,11,3,8
Å¨ËõÄûÃÊÖ­£¨¹Þ×°£©,17,0.45,0.07,5.62,0.7,0.006,0.017,0,51,10,7,24,109,9,0.002247,37.008,0.06,0.19,0.1,0.018,0.016,9.9,14.3,0.23,0.021,0.017,0.18,5.1,0.08,0.037,9,0,0,0,0,0,0,0,0,0,0
ÆÏÌÑèÖÖ­£¨°×É«£©,39,0.5,0.1,9.2,0.1,0.013,0.024,6,11,9,12,1,162,15,0.00428,1.542,0.2,0.05,0.1,0.033,0.02,3,38,0.22,0.04,0.02,0.2,7.7,0.189,0.044,10,0,0,0,0,0,0,0,0,0,0
ÆÏÌÑèÖÖ­£¨°×É«£©,37,0.55,0.66,7.54,0.6,0.093,0.175,22,11,16,9,2,141,17,0.006848,3.084,0.08,0.05,0.1,0.032,0.019,10.5,33.7,0.21,0.064,0.02,0.26,7.7,0.28,0.037,14,0,0,0,0,0,0,0,0,0,0
ÆÏÌÑèÖÖ­£¨·ÛºìÉ«£©,39,0.5,0.1,9.2,0,0.013,0.024,0,0,9,12,1,162,15,0.00428,1.542,0.2,0.05,0,0.033,0.02,132,38,0,0.04,0.02,0.2,0,0.189,0.044,10,0,0,0,0,0,0,0,0,0,0
ÆÏÌÑèÖÖ­£¨°×É«£©,41,0.55,0.13,9.73,0.1,0.018,0.032,6,11,8,11,1,136,14,0.004387,1.542,0.14,0.05,0.1,0.033,0.02,2.7,33.7,0.04,0.041,0.022,0.217,7.7,0.189,0.044,4,0,0,0,0,0,0,0,0,0,0
Æ»¹ûÖ­,46,0.1,0.13,11.3,0.2,0.006,0.039,0,16,8,5,4,101,7,0.002247,6.168,0.12,0.02,0.1,0.012,0.074,0.3,0.9,0.01,0.021,0.017,0.073,1.8,0.049,0.018,0,0,0.1,0,0,0,0,0,0,0,0
ÆÏÌÑÖ­,60,0.37,0.13,14.77,0.2,0.003,0.022,5,57,11,10,5,104,14,0.216819,7.71,0.25,0.07,0,0.018,0.239,2.4,0.1,0,0.017,0.015,0.133,3.2,0.048,0.032,0,0,0.2,12,1,16,10,0,10,7,7
õ²Ôã,100,2.6,0.2,22.4,0.5,0,0,0,0,1,3,19,12,10,0,29.3,0.1,0.39,0.57,0.02,0.11,0,0,0,0.02,0.02,0,0,0,0,11.3,0,0,0,0,0,0,0,0,0,0
¿É¿É·Û,349,20.9,8.4,54.5,14.3,0,0,0,0,74,5,23,360,623,0.01,35.47,1,1.12,3.98,1.45,0.15,22,0,6.33,0.05,0.16,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ËáÃ·¾§,394,0.2,0,98.4,0,0,0,0,0,29,6,11.5,50,4,0.02,17.73,6.8,1.56,0,0.07,0.05,0,5,0,0.21,0.69,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ÂóÈé¾«,429,8.5,9.7,77,0,0,0,0,0,145,70,177.8,355,218,0.01,274.17,4.1,1.56,3.32,0.26,0.26,113,0,0.44,0.05,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
¿É¿É·Û£¨ÓÃË®ÖÆ±¸£©,55,0.92,0.55,11.54,0.5,0.183,0.016,0,1,21,12,73,99,43,0.001391,112.566,0.17,0.21,0.7,0.048,0.037,0.3,0,0.03,0.013,0.078,0.081,4.6,0.123,0.016,1,0.05,0,0,0,0,0,0,0,0,0
Ï²ÀÖ,53,0.9,0.2,11.8,0,0,0,0,0,14,2,53.8,20,23,0,82.96,0.1,0.04,0.89,0,0.01,2,0,2.81,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ÎÚÃ·Ö­,133,0.2,0.1,32.8,0,0,0,0,0,6,4,24.3,7,0,0,37.47,0.5,0.04,0.02,0,0.01,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ÄûÃÊÖ­,27,0.9,0.2,5.5,0.3,0.011,0.085,2,24,24,12,1.2,120,0,0,1.85,0.1,0.09,4.15,0.04,0.06,4.5,11,0.15,0.01,0.02,0.1,5.1,0.091,0.043,10,0,0,0,0,0,0,0,0,0,0
ÐÓÈÊÂ¶,46,0.9,1.1,8.1,0,0,0,0,0,4,0,9.2,1,1,0,14.19,0,0.02,0.17,0,0,0,1,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
É³¼¬¹ûÖ­,47,0.9,0.5,10.6,1.7,0,0,0,0,10,1,5.4,53,3,0,8.33,15.2,0.08,0.51,0.05,0.1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ô­Ö­É³¼¬,48,2.6,0,9.3,0,0,0,0,0,42,44,396.8,81,0,0,611.87,6,0.87,1.49,0,0.36,0,0,3.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
¸ÊÕáÖ­,65,0.4,0.1,16,0.6,0,0,10,0,14,4,3,95,14,0,4.63,0.4,1,0.13,0.14,0.8,2,2,0,0.01,0.02,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
